�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉
2019-01-18,'603987,艙肅應,6.5,6.54,6.34,6.42,6.3,0.2,3.1746,1.0237,2724110,17592334.0,2870458500.0,1729650195.0
2019-01-17,'603987,艙肅應,6.3,6.53,6.28,6.48,6.48,-0.18,-2.7778,0.7682,2044188,13131812.0,2782136700.0,1676430189.0
2019-01-16,'603987,艙肅應,6.48,6.49,6.4,6.45,6.45,0.03,0.4651,0.6391,1700740,10993906.0,2861626320.0,1724328194.4
2019-01-15,'603987,艙肅應,6.45,6.45,6.35,6.36,6.37,0.08,1.2559,0.8049,2141870,13742850.0,2848378050.0,1716345193.5
2019-01-14,'603987,艙肅應,6.37,6.63,6.35,6.63,6.77,-0.4,-5.9084,2.0571,5474020,35208043.0,2813049330.0,1695057191.1
2019-01-11,'603987,艙肅應,6.77,6.84,6.68,6.74,6.73,0.04,0.5944,0.7391,1966730,13281259.0,2989692930.0,1801497203.1
2019-01-10,'603987,艙肅應,6.73,6.9,6.72,6.73,6.83,-0.1,-1.4641,1.1512,3063417,20810361.0,2972028570.0,1790853201.9
2019-01-09,'603987,艙肅應,6.83,6.98,6.8,6.9,6.99,-0.16,-2.289,2.4985,6648600,45816006.0,3016189470.0,1817463204.9
2019-01-08,'603987,艙肅應,6.99,7.22,6.55,6.63,6.63,0.36,5.4299,3.7653,10019490,69500844.0,3086846910.0,1860039209.7
2019-01-07,'603987,艙肅應,6.63,6.78,6.58,6.73,6.63,0.0,0.0,1.1162,2970216,19702118.0,2927867670.0,1764243198.9
2019-01-04,'603987,艙肅應,6.63,6.66,6.36,6.38,6.44,0.19,2.9503,0.9762,2597715,16977897.0,2927867670.0,1764243198.9
2019-01-03,'603987,艙肅應,6.44,6.58,6.4,6.44,6.45,-0.01,-0.155,0.4072,1083540,7003498.0,2843961960.0,1713684193.2
2019-01-02,'603987,艙肅應,6.45,6.52,6.42,6.46,6.42,0.03,0.4673,0.3797,1010480,6537364.0,2848378050.0,1716345193.5
2018-12-28,'603987,艙肅應,6.42,6.5,6.34,6.44,6.44,-0.02,-0.3106,0.3756,999560,6426848.0,2835129780.0,1708362192.6
2018-12-27,'603987,艙肅應,6.44,6.6,6.42,6.52,6.45,-0.01,-0.155,0.5864,1560490,10189171.0,2843961960.0,1713684193.2
2018-12-26,'603987,艙肅應,6.45,6.6,6.43,6.5,6.57,-0.12,-1.8265,0.5283,1405825,9113373.0,2848378050.0,1716345193.5
2018-12-25,'603987,艙肅應,6.57,6.65,6.35,6.63,6.73,-0.16,-2.3774,0.8288,2205310,14336399.0,2901371130.0,1748277197.1
2018-12-24,'603987,艙肅應,6.73,6.78,6.61,6.78,6.71,0.02,0.2981,0.7621,2027870,13580705.0,2972028570.0,1790853201.9
2018-12-21,'603987,艙肅應,6.71,6.79,6.54,6.6,6.63,0.08,1.2066,1.2439,3309905,22135590.0,2963196390.0,1785531201.3
2018-12-20,'603987,艙肅應,6.63,6.72,6.36,6.39,6.35,0.28,4.4094,1.1885,3162723,20662482.0,2927867670.0,1764243198.9
2018-12-19,'603987,艙肅應,6.35,6.47,6.33,6.33,6.44,-0.09,-1.3975,0.3988,1061170,6759881.0,2804217150.0,1689735190.5
2018-12-18,'603987,艙肅應,6.44,6.46,6.33,6.37,6.44,0.0,0.0,0.588,1564710,10003723.0,2843961960.0,1713684193.2
2018-12-17,'603987,艙肅應,6.44,6.49,6.31,6.45,6.47,-0.03,-0.4637,0.9438,2511481,16094679.0,2843961960.0,1713684193.2
2018-12-14,'603987,艙肅應,6.47,6.75,6.46,6.73,6.79,-0.32,-4.7128,1.5004,3992531,26406447.0,2857210230.0,1721667194.1
2018-12-13,'603987,艙肅應,6.79,7.05,6.71,6.71,6.68,0.11,1.6467,2.6128,6952622,47853704.0,2998525110.0,1806819203.7
2018-12-12,'603987,艙肅應,6.68,6.68,6.4,6.52,6.51,0.17,2.6114,0.8837,2351618,15368431.0,2949948120.0,1777548200.4
2018-12-11,'603987,艙肅應,6.51,6.57,6.43,6.49,6.45,0.06,0.9302,0.8088,2152126,14005394.0,2874874590.0,1732311195.3
2018-12-10,'603987,艙肅應,6.45,6.57,6.35,6.57,6.64,-0.19,-2.8614,1.3278,3533345,22795744.0,2848378050.0,1716345193.5
2018-12-07,'603987,艙肅應,6.64,6.76,6.55,6.69,6.71,-0.07,-1.0432,1.5662,4167651,27670561.0,2932283760.0,1766904199.2
2018-12-06,'603987,艙肅應,6.71,6.93,6.66,6.83,6.82,-0.11,-1.6129,2.1406,5696107,38744182.0,2963196390.0,1785531201.3
2018-12-05,'603987,艙肅應,6.82,6.86,6.61,6.72,6.87,-0.05,-0.7278,2.0715,5512286,37236283.0,3011773380.0,1814802204.6
2018-12-04,'603987,艙肅應,6.87,6.96,6.77,6.85,6.98,-0.11,-1.5759,2.9952,7970289,54571702.0,3033853830.0,1828107206.1
2018-12-03,'603987,艙肅應,6.98,6.98,6.7,6.75,6.7,0.28,4.1791,4.7414,12616763,86444442.0,3082430820.0,1857378209.4
2018-11-30,'603987,艙肅應,6.7,7.1,6.6,6.78,6.9,-0.2,-2.8986,5.7203,15221587,103731717.0,2958780300.0,1782870201.0
2018-11-29,'603987,艙肅應,6.9,6.9,6.4,6.48,6.27,0.63,10.0478,7.1693,19077627,129763301.0,3047102100.0,1836090207.0
2018-11-28,'603987,艙肅應,6.27,6.3,6.03,6.2,6.17,0.1,1.6207,1.1562,3076581,19058161.0,2768888430.0,1668447188.1
2018-11-27,'603987,艙肅應,6.17,6.22,6.14,6.17,6.1,0.07,1.1475,0.8988,2391660,14800043.0,2724727530.0,1641837185.1
2018-11-26,'603987,艙肅應,6.1,6.16,6.07,6.08,6.08,0.02,0.3289,0.6513,1733210,10609911.0,2693814900.0,1623210183.0
2018-11-23,'603987,艙肅應,6.08,6.49,6.06,6.41,6.45,-0.37,-5.7364,1.6375,4357490,26919842.0,2684982720.0,1617888182.4
2018-11-22,'603987,艙肅應,6.45,6.52,6.43,6.43,6.43,0.02,0.311,0.671,1785447,11566718.0,2848378050.0,1716345193.5
2018-11-21,'603987,艙肅應,6.43,6.43,6.19,6.29,6.39,0.04,0.626,0.8109,2157776,13706879.0,2839545870.0,1711023192.9
2018-11-20,'603987,艙肅應,6.39,6.52,6.27,6.52,6.58,-0.19,-2.8875,1.0588,2817370,18079532.0,2821881510.0,1700379191.7
2018-11-19,'603987,艙肅應,6.58,6.68,6.45,6.62,6.62,-0.04,-0.6042,1.3385,3561730,23319885.0,2905787220.0,1750938197.4
2018-11-16,'603987,艙肅應,6.62,6.84,6.43,6.46,6.44,0.18,2.795,1.7888,4760110,31549202.0,2923451580.0,1761582198.6
2018-11-15,'603987,艙肅應,6.44,6.45,6.28,6.36,6.37,0.07,1.0989,1.0872,2893090,18442809.0,2843961960.0,1713684193.2
2018-11-14,'603987,艙肅應,6.37,6.48,6.25,6.25,6.25,0.12,1.92,1.5871,4223160,27011544.0,2813049330.0,1695057191.1
2018-11-13,'603987,艙肅應,6.25,6.33,6.09,6.12,6.19,0.06,0.9693,1.5804,4205370,26216524.0,2760056250.0,1663125187.5
2018-11-12,'603987,艙肅應,6.19,6.19,6.01,6.07,6.06,0.13,2.1452,1.2013,3196577,19572372.0,2733559710.0,1647159185.7
2018-11-09,'603987,艙肅應,6.06,6.18,6.04,6.18,6.18,-0.12,-1.9417,0.862,2293870,13963055.0,2676150540.0,1612566181.8
2018-11-08,'603987,艙肅應,6.18,6.21,6.13,6.16,6.06,0.12,1.9802,1.1742,3124520,19272518.0,2729143620.0,1644498185.4
2018-11-07,'603987,艙肅應,6.06,6.18,6.04,6.14,6.14,-0.08,-1.3029,0.8633,2297251,14020805.0,2676150540.0,1612566181.8
2018-11-06,'603987,艙肅應,6.14,6.23,5.95,6.01,5.96,0.18,3.0201,1.7102,4550729,27597846.0,2711479260.0,1633854184.2
2018-11-05,'603987,艙肅應,5.96,6.05,5.88,5.92,5.89,0.07,1.1885,1.2466,3317320,19804671.0,2631989640.0,1585956178.8
2018-11-02,'603987,艙肅應,5.89,5.94,5.75,5.75,5.71,0.18,3.1524,1.0523,2800174,16359931.0,2601077010.0,1567329176.7
2018-11-01,'603987,艙肅應,5.71,5.84,5.65,5.73,5.74,-0.03,-0.5226,1.1855,3154535,18114413.0,2521587390.0,1519431171.3
2018-10-31,'603987,艙肅應,5.74,5.74,5.55,5.56,5.56,0.18,3.2374,1.4822,3944197,22395763.0,2534835660.0,1527414172.2
2018-10-30,'603987,艙肅應,5.56,5.61,5.41,5.41,5.43,0.13,2.3941,0.7105,1890578,10428248.0,2455346040.0,1479516166.8
2018-10-29,'603987,艙肅應,5.43,5.59,5.42,5.54,5.58,-0.15,-2.6882,0.4012,1067650,5863358.0,2397936870.0,1444923162.9
2018-10-26,'603987,艙肅應,5.58,5.65,5.51,5.52,5.52,0.06,1.087,0.6314,1680119,9351817.0,2464178220.0,1484838167.4
2018-10-25,'603987,艙肅應,5.52,5.56,5.36,5.41,5.57,-0.05,-0.8977,0.5253,1397820,7626575.0,2437681680.0,1468872165.6
2018-10-24,'603987,艙肅應,5.57,5.65,5.5,5.6,5.6,-0.03,-0.5357,0.4026,1071200,5970628.0,2459762130.0,1482177167.1
2018-10-23,'603987,艙肅應,5.6,5.64,5.53,5.55,5.57,0.03,0.5386,0.5432,1445568,8072491.0,2473010400.0,1490160168.0
2018-10-22,'603987,艙肅應,5.57,5.66,5.31,5.35,5.31,0.26,4.8964,0.7905,2103409,11605569.0,2459762130.0,1482177167.1
2018-10-19,'603987,艙肅應,5.31,5.31,5.05,5.12,5.19,0.12,2.3121,0.4439,1181320,6191883.0,2344943790.0,1412991159.3
2018-10-18,'603987,艙肅應,5.19,5.38,5.16,5.31,5.38,-0.19,-3.5316,0.7043,1874108,9796924.0,2291950710.0,1381059155.7
2018-10-17,'603987,艙肅應,5.38,5.39,5.27,5.36,5.33,0.05,0.9381,0.5035,1339900,7166428.0,2375856420.0,1431618161.4
2018-10-16,'603987,艙肅應,5.33,5.47,5.2,5.4,5.4,-0.07,-1.2963,0.5745,1528767,8155179.0,2353775970.0,1418313159.9
2018-10-15,'603987,艙肅應,5.4,5.64,5.38,5.64,5.55,-0.15,-2.7027,0.4127,1098237,6078289.0,2384688600.0,1436940162.0
2018-10-12,'603987,艙肅應,5.55,5.66,5.29,5.52,5.59,-0.04,-0.7156,0.6282,1671648,9211884.0,2450929950.0,1476855166.5
2018-10-11,'603987,艙肅應,5.59,5.97,5.51,5.91,6.12,-0.53,-8.6601,0.9408,2503467,14346548.0,2468594310.0,1487499167.7
2018-10-10,'603987,艙肅應,6.12,6.15,6.05,6.1,6.11,0.01,0.1637,0.4538,1207685,7372887.0,2702647080.0,1628532183.6
2018-10-09,'603987,艙肅應,6.11,6.16,6.07,6.09,6.1,0.01,0.1639,0.4491,1195123,7295096.0,2698230990.0,1625871183.3
2018-10-08,'603987,艙肅應,6.1,6.35,6.08,6.33,6.44,-0.34,-5.2795,0.7116,1893560,11793062.0,2693814900.0,1623210183.0
2018-09-28,'603987,艙肅應,6.44,6.45,6.22,6.24,6.26,0.18,2.8754,0.7189,1913070,12091027.0,2843961960.0,1713684193.2
2018-09-27,'603987,艙肅應,6.26,6.4,6.19,6.24,6.26,0.0,0.0,0.8617,2293070,14436631.0,2764472340.0,1665786187.8
2018-09-26,'603987,艙肅應,6.26,6.29,6.19,6.23,6.2,0.06,0.9677,0.364,968520,6056310.0,2764472340.0,1665786187.8
2018-09-25,'603987,艙肅應,6.2,6.29,6.18,6.22,6.26,-0.06,-0.9585,0.3603,958680,5969675.0,2737975800.0,1649820186.0
2018-09-21,'603987,艙肅應,6.26,6.26,6.15,6.15,6.18,0.08,1.2945,0.48,1277310,7942362.0,2764472340.0,1665786187.8
2018-09-20,'603987,艙肅應,6.18,6.2,6.12,6.12,6.15,0.03,0.4878,0.3175,844900,5205836.0,2729143620.0,1644498185.4
2018-09-19,'603987,艙肅應,6.15,6.21,6.06,6.12,6.12,0.03,0.4902,0.6479,1723940,10572225.0,2715895350.0,1636515184.5
2018-09-18,'603987,艙肅應,6.12,6.13,6.01,6.03,6.02,0.1,1.6611,0.3648,970670,5899604.0,2702647080.0,1628532183.6
2018-09-17,'603987,艙肅應,6.02,6.15,6.0,6.15,6.13,-0.11,-1.7945,0.3996,1063430,6434795.0,2658486180.0,1601922180.6
2018-09-14,'603987,艙肅應,6.13,6.25,6.13,6.25,6.26,-0.13,-2.0767,0.4274,1137330,7037759.0,2707063170.0,1631193183.9
2018-09-13,'603987,艙肅應,6.26,6.33,6.17,6.3,6.26,0.0,0.0,0.4627,1231291,7655730.0,2764472340.0,1665786187.8
2018-09-12,'603987,艙肅應,6.26,6.33,6.23,6.32,6.28,-0.02,-0.3185,0.4105,1092375,6857261.0,2764472340.0,1665786187.8
2018-09-11,'603987,艙肅應,6.28,6.3,6.14,6.15,6.16,0.12,1.9481,0.5094,1355596,8458542.0,2773304520.0,1671108188.4
2018-09-10,'603987,艙肅應,6.16,6.2,6.1,6.19,6.18,-0.02,-0.3236,0.3143,836280,5148496.0,2720311440.0,1639176184.8
2018-09-07,'603987,艙肅應,6.18,6.21,6.11,6.12,6.12,0.06,0.9804,0.3785,1007069,6209229.0,2729143620.0,1644498185.4
2018-09-06,'603987,艙肅應,6.12,6.17,6.03,6.13,6.16,-0.04,-0.6494,0.2514,669070,4100029.0,2702647080.0,1628532183.6
2018-09-05,'603987,艙肅應,6.16,6.29,6.15,6.22,6.23,-0.07,-1.1236,0.4282,1139320,7096138.0,2720311440.0,1639176184.8
2018-09-04,'603987,艙肅應,6.23,6.24,6.07,6.07,6.13,0.1,1.6313,0.344,915360,5660486.0,2751224070.0,1657803186.9
2018-09-03,'603987,艙肅應,6.13,6.14,6.01,6.12,6.09,0.04,0.6568,0.3065,815610,4947519.0,2707063170.0,1631193183.9
2018-08-31,'603987,艙肅應,6.09,6.15,6.06,6.15,6.12,-0.03,-0.4902,0.2563,682120,4166515.0,2689398810.0,1620549182.7
2018-08-30,'603987,艙肅應,6.12,6.28,6.1,6.28,6.24,-0.12,-1.9231,0.4446,1182980,7290713.0,2702647080.0,1628532183.6
2018-08-29,'603987,艙肅應,6.24,6.32,6.22,6.29,6.25,-0.01,-0.16,0.4748,1263491,7918640.0,2755640160.0,1660464187.2
2018-08-28,'603987,艙肅應,6.25,6.28,6.22,6.24,6.22,0.03,0.4823,0.3451,918352,5736860.0,2760056250.0,1663125187.5
2018-08-27,'603987,艙肅應,6.22,6.24,6.11,6.11,6.11,0.11,1.8003,0.4395,1169500,7248694.0,2746807980.0,1655142186.6
2018-08-24,'603987,艙肅應,6.11,6.18,6.1,6.18,6.14,-0.03,-0.4886,0.3135,834180,5113322.0,2698230990.0,1625871183.3
2018-08-23,'603987,艙肅應,6.14,6.17,6.04,6.06,6.07,0.07,1.1532,0.3515,935289,5731683.0,2711479260.0,1633854184.2
2018-08-22,'603987,艙肅應,6.07,6.17,6.05,6.1,6.16,-0.09,-1.461,0.2745,730522,4462919.0,2680566630.0,1615227182.1
2018-08-21,'603987,艙肅應,6.16,6.18,6.05,6.05,6.09,0.07,1.1494,0.3972,1056824,6476827.0,2720311440.0,1639176184.8
2018-08-20,'603987,艙肅應,6.09,6.2,5.93,6.11,6.14,-0.05,-0.8143,0.7825,2082131,12583801.0,2689398810.0,1620549182.7
2018-08-17,'603987,艙肅應,6.14,6.47,6.12,6.4,6.36,-0.22,-3.4591,0.6274,1669480,10472612.0,2711479260.0,1633854184.2
2018-08-16,'603987,艙肅應,6.36,6.5,6.35,6.45,6.53,-0.17,-2.6034,0.6054,1610960,10348203.0,2808633240.0,1692396190.8
2018-08-15,'603987,艙肅應,6.53,6.65,6.49,6.59,6.6,-0.07,-1.0606,0.402,1069851,7033607.0,2883706770.0,1737633195.9
2018-08-14,'603987,艙肅應,6.6,6.63,6.56,6.6,6.6,0.0,0.0,0.4255,1132221,7479463.0,2914619400.0,1756260198.0
2018-08-13,'603987,艙肅應,6.6,6.62,6.43,6.56,6.65,-0.05,-0.7519,0.5292,1408191,9209076.0,2914619400.0,1756260198.0
2018-08-10,'603987,艙肅應,6.65,6.68,6.52,6.52,6.61,0.04,0.6051,0.5786,1539642,10207162.0,2936699850.0,1769565199.5
2018-08-09,'603987,艙肅應,6.61,6.65,6.46,6.48,6.52,0.09,1.3804,0.7215,1919883,12677298.0,2919035490.0,1758921198.3
2018-08-08,'603987,艙肅應,6.52,6.85,6.5,6.67,6.7,-0.18,-2.6866,0.6616,1760570,11585798.0,2879290680.0,1734972195.6
2018-08-07,'603987,艙肅應,6.7,6.74,6.55,6.6,6.62,0.08,1.2085,0.7345,1954551,13008311.0,2958780300.0,1782870201.0
2018-08-06,'603987,艙肅應,6.62,6.69,6.49,6.58,6.56,0.06,0.9146,0.6903,1836922,12110399.0,2923451580.0,1761582198.6
2018-08-03,'603987,艙肅應,6.56,6.76,6.56,6.73,6.73,-0.17,-2.526,1.0346,2752970,18216321.0,2896955040.0,1745616196.8
2018-08-02,'603987,艙肅應,6.73,7.08,6.61,6.96,6.99,-0.26,-3.7196,1.038,2762010,18859677.0,2972028570.0,1790853201.9
2018-08-01,'603987,艙肅應,6.99,7.19,6.97,7.11,7.1,-0.11,-1.5493,0.5241,1394670,9849048.0,3086846910.0,1860039209.7
2018-07-31,'603987,艙肅應,7.1,7.27,7.07,7.21,7.21,-0.11,-1.5257,0.7122,1895248,13527603.0,3135423900.0,1889310213.0
2018-07-30,'603987,艙肅應,7.21,7.43,7.17,7.43,7.39,-0.18,-2.4357,0.5798,1542860,11199324.0,3184000890.0,1918581216.3
2018-07-27,'603987,艙肅應,7.39,7.45,7.31,7.36,7.37,0.02,0.2714,0.5557,1478680,10928807.0,3263490510.0,1966479221.7
2018-07-26,'603987,艙肅應,7.37,7.47,7.33,7.45,7.45,-0.08,-1.0738,0.7922,2108060,15564180.0,3254658330.0,1961157221.1
2018-07-25,'603987,艙肅應,7.45,7.55,7.33,7.36,7.39,0.06,0.8119,0.8895,2367031,17704268.0,3289987050.0,1982445223.5
2018-07-24,'603987,艙肅應,7.39,7.42,7.11,7.2,7.19,0.2,2.7816,1.1123,2959746,21690289.0,3263490510.0,1966479221.7
2018-07-23,'603987,艙肅應,7.19,7.24,6.91,7.19,7.23,-0.04,-0.5533,0.7574,2015471,14420500.0,3175168710.0,1913259215.7
2018-07-20,'603987,艙肅應,7.23,7.28,7.07,7.24,7.2,0.03,0.4167,0.8196,2181050,15662056.0,3192833070.0,1923903216.9
2018-07-19,'603987,艙肅應,7.2,7.58,7.13,7.58,7.57,-0.37,-4.8877,1.1202,2980976,21778840.0,3179584800.0,1915920216.0
2018-07-18,'603987,DR艙肅應,7.57,7.76,7.51,7.65,7.63,-0.06,-0.7864,0.603,1604650,12272404.0,3342980130.0,2014377227.1
2018-07-17,'603987,艙肅應,10.83,11.07,10.78,11.07,10.95,-0.12,-1.0959,0.792,1505400,16369612.0,3416161050.0,2058473803.5
2018-07-16,'603987,艙肅應,10.95,11.16,10.86,10.99,10.99,-0.04,-0.364,0.7861,1494149,16389837.0,3454013250.0,2081282377.5
2018-07-13,'603987,艙肅應,10.99,11.09,10.77,10.95,10.94,0.05,0.457,0.9049,1719879,18880713.0,3466630650.0,2088885235.5
2018-07-12,'603987,艙肅應,10.94,11.14,10.7,10.7,10.74,0.2,1.8622,1.5097,2869486,31479685.0,3450858900.0,2079381663.0
2018-07-11,'603987,艙肅應,10.74,10.9,10.5,10.9,11.14,-0.4,-3.5907,1.4825,2817830,30282763.0,3387771900.0,2041367373.0
